Job Desc,Profile,Count,Matching title,Not matching title,Matching languages,Not matching languages,Matching Skills,Not matching Skills,Matching duration,Not matching duration,Matching work regime,Not matching work regime,Matching location,Not matching location,Matching industry,Not matching industry,Matching daily rate,Not matching daily rate,Matching company size,Not matching company size,Matching tech objectives,Not matching tech objectives,Matching availability,Not matching availability,Matching mission constraint,Not matching mision constraint
 ,Profile 20,16, ,Data Engineer,English ,Malay,,nosql 2 c++ 2 data warehousing 4 python 6 react 5 ,195 days, ,Part-time, ,Remote, , ,Technology,850, , ,Large (250+ employees),sql ,data analytics scala ,Availability, ,Time constraint, 
 ,Profile 10,16,Data Engineer, ,English ,Malay,,nosql 2 c++ 2 data warehousing 4 python 6 react 5 ,195 days, ,Part-time, ,Remote, , ,Technology,950, , ,Medium (50-250 employees),,sql data analytics scala ,Availability, ,Time constraint, 
 ,Profile 7,15, ,Data Engineer,English ,Malay,,nosql 2 c++ 2 data warehousing 4 python 6 react 5 ,195 days, ,Part-time, ,Remote, , ,Technology,550, , ,Medium (50-250 employees),,sql data analytics scala ,Availability, ,Time constraint, 
 ,Profile 48,15,Data Engineer, ,English ,Malay,,nosql 2 c++ 2 data warehousing 4 python 6 react 5 , ,195 days,Part-time, ,Remote, , ,Technology,750, ,Small (10 - 50 employees), ,,sql data analytics scala ,Availability, ,Time constraint, 
 ,Profile 42,15, ,Data Engineer,English ,Malay,,nosql 2 c++ 2 data warehousing 4 python 6 react 5 ,195 days, , ,Part-time,Remote, , ,Technology,650, , ,Large (250+ employees),data analytics ,sql scala ,Availability, ,Time constraint, 
 ,Profile 37,15, ,Data Engineer,English ,Malay,,nosql 2 c++ 2 data warehousing 4 python 6 react 5 ,195 days, ,Part-time, ,Remote, , ,Technology,650, , ,Medium (50-250 employees),,sql data analytics scala ,Availability, ,Time constraint, 
 ,Profile 33,15, ,Data Engineer,English ,Malay,,nosql 2 c++ 2 data warehousing 4 python 6 react 5 ,195 days, ,Part-time, ,Remote, , ,Technology,500, ,Small (10 - 50 employees), ,,sql data analytics scala ,Availability, ,Time constraint, 
 ,Profile 32,15, ,Data Engineer,English ,Malay,,nosql 2 c++ 2 data warehousing 4 python 6 react 5 ,195 days, ,Part-time, ,Remote, , ,Technology,500, , ,Large (250+ employees),,sql data analytics scala ,Availability, ,Time constraint, 
 ,Profile 31,15,Data Engineer, ,English ,Malay,,nosql 2 c++ 2 data warehousing 4 python 6 react 5 ,195 days, , ,Part-time,Remote, , ,Technology,600, , ,Micro (1-10 employees),,sql data analytics scala ,Availability, ,Time constraint, 
 ,Profile 30,15,Data Engineer, ,English ,Malay,,nosql 2 c++ 2 data warehousing 4 python 6 react 5 , ,195 days,Part-time, ,Remote, , ,Technology,750, , ,Micro (1-10 employees),,sql data analytics scala ,Availability, ,Time constraint, 
 ,Profile 3,15, ,Data Engineer,English ,Malay,,nosql 2 c++ 2 data warehousing 4 python 6 react 5 ,195 days, ,Part-time, ,Remote, , ,Technology,850, , ,Medium (50-250 employees),,sql data analytics scala ,Availability, ,Time constraint, 
 ,Profile 24,15, ,Data Engineer,English ,Malay,,nosql 2 c++ 2 data warehousing 4 python 6 react 5 ,195 days, ,Part-time, ,Remote, , ,Technology,850, , ,Medium (50-250 employees),,sql data analytics scala ,Availability, ,Time constraint, 
 ,Profile 18,15, ,Data Engineer,English ,Malay,,nosql 2 c++ 2 data warehousing 4 python 6 react 5 ,195 days, ,Part-time, ,Remote, , ,Technology,750, , ,Medium (50-250 employees),,sql data analytics scala ,Availability, ,Time constraint, 
 ,Profile 43,14, ,Data Engineer,English ,Malay,,nosql 2 c++ 2 data warehousing 4 python 6 react 5 ,195 days, , ,Part-time,Remote, , ,Technology,850, ,Small (10 - 50 employees), ,,sql data analytics scala ,Availability, ,Time constraint, 
 ,Profile 28,14, ,Data Engineer,English ,Malay,,nosql 2 c++ 2 data warehousing 4 python 6 react 5 , ,195 days,Part-time, ,Remote, , ,Technology,750, , ,Large (250+ employees),,sql data analytics scala ,Availability, ,Time constraint, 
 ,Profile 27,14, ,Data Engineer,English ,Malay,,nosql 2 c++ 2 data warehousing 4 python 6 react 5 ,195 days, , ,Part-time,Remote, , ,Technology,600, , ,Medium (50-250 employees),,sql data analytics scala ,Availability, ,Time constraint, 
 ,Profile 25,14, ,Data Engineer,English ,Malay,,nosql 2 c++ 2 data warehousing 4 python 6 react 5 , ,195 days, ,Part-time,Remote, , ,Technology,650, , ,Medium (50-250 employees),scala ,sql data analytics ,Availability, ,Time constraint, 
 ,Profile 22,14,Data Engineer, ,English ,Malay,,nosql 2 c++ 2 data warehousing 4 python 6 react 5 , ,195 days, ,Part-time,Remote, , ,Technology,550, , ,Micro (1-10 employees),,sql data analytics scala ,Availability, ,Time constraint, 
 ,Profile 17,14, ,Data Engineer,English ,Malay,,nosql 2 c++ 2 data warehousing 4 python 6 react 5 ,195 days, , ,Part-time,Remote, , ,Technology,950, , ,Micro (1-10 employees),,sql data analytics scala ,Availability, ,Time constraint, 
 ,Profile 14,14, ,Data Engineer,English ,Malay,,nosql 2 c++ 2 data warehousing 4 python 6 react 5 ,195 days, , ,Part-time,Remote, , ,Technology,650, , ,Medium (50-250 employees),,sql data analytics scala ,Availability, ,Time constraint, 
 ,Profile 13,14, ,Data Engineer,English ,Malay,,nosql 2 c++ 2 data warehousing 4 python 6 react 5 ,195 days, , ,Part-time,Remote, , ,Technology, ,1000, ,Medium (50-250 employees),scala ,sql data analytics ,Availability, ,Time constraint, 
 ,Profile 12,14,Data Engineer, ,English ,Malay,,nosql 2 c++ 2 data warehousing 4 python 6 react 5 , ,195 days, ,Part-time,Remote, , ,Technology,700, , ,Large (250+ employees),,sql data analytics scala ,Availability, ,Time constraint, 
 ,Profile 11,14, ,Data Engineer,English ,Malay,,nosql 2 c++ 2 data warehousing 4 python 6 react 5 ,195 days, , ,Part-time,Remote, , ,Technology,850, , ,Medium (50-250 employees),,sql data analytics scala ,Availability, ,Time constraint, 
 ,Profile 5,13, ,Data Engineer,English ,Malay,,nosql 2 c++ 2 data warehousing 4 python 6 react 5 , ,195 days, ,Part-time,Remote, , ,Technology,800, , ,Medium (50-250 employees),,sql data analytics scala ,Availability, ,Time constraint, 
 ,Profile 47,13, ,Data Engineer,English ,Malay,,nosql 2 c++ 2 data warehousing 4 python 6 react 5 , ,195 days, ,Part-time,Remote, , ,Technology,700, , ,Micro (1-10 employees),,sql data analytics scala ,Availability, ,Time constraint, 
 ,Profile 46,13, ,Data Engineer,English ,Malay,python 6 ,nosql 2 c++ 2 data warehousing 4 react 5 , ,195 days, ,Part-time,Remote, , ,Technology,950, ,Small (10 - 50 employees), ,data analytics ,sql scala , ,Availability, ,Time constraint
 ,Profile 39,13, ,Data Engineer,English ,Malay,,nosql 2 c++ 2 data warehousing 4 python 6 react 5 , ,195 days, ,Part-time,Remote, , ,Technology,650, , ,Medium (50-250 employees),,sql data analytics scala ,Availability, ,Time constraint, 
 ,Profile 19,13,Data Engineer, ,English ,Malay,react 5 ,nosql 2 c++ 2 data warehousing 4 python 6 ,195 days, , ,Part-time,Remote, , ,Technology, ,1000, ,Micro (1-10 employees),,sql data analytics scala , ,Availability, ,Time constraint
 ,Profile 16,13, ,Data Engineer,English ,Malay,,nosql 2 c++ 2 data warehousing 4 python 6 react 5 , ,195 days, ,Part-time,Remote, , ,Technology,500, ,Small (10 - 50 employees), ,,sql data analytics scala ,Availability, ,Time constraint, 
 ,Profile 8,12, ,Data Engineer,English ,Malay,data warehousing 4 ,nosql 2 c++ 2 python 6 react 5 , ,195 days, ,Part-time,Remote, , ,Technology,950, , ,Medium (50-250 employees),,sql data analytics scala , ,Availability, ,Time constraint
 ,Profile 45,9, ,Data Engineer,English ,Malay,,nosql 2 c++ 2 data warehousing 4 python 6 react 5 , ,195 days,Part-time, ,Remote, ,Technology, ,750, , ,Large (250+ employees),,sql data analytics scala , ,Availability, ,Time constraint
 ,Profile 4,9, ,Data Engineer,English ,Malay,,nosql 2 c++ 2 data warehousing 4 python 6 react 5 ,195 days, ,Part-time, ,Remote, , ,Technology,700, , ,Large (250+ employees),,sql data analytics scala , ,Availability, ,Time constraint
 ,Profile 38,9, ,Data Engineer,English ,Malay,,nosql 2 c++ 2 data warehousing 4 python 6 react 5 ,195 days, ,Part-time, ,Remote, , ,Technology,600, , ,Micro (1-10 employees),,sql data analytics scala , ,Availability, ,Time constraint
 ,Profile 50,8, ,Data Engineer,English ,Malay,,nosql 2 c++ 2 data warehousing 4 python 6 react 5 , ,195 days, ,Part-time,Remote, , ,Technology,900, , ,Medium (50-250 employees),data analytics ,sql scala , ,Availability, ,Time constraint
 ,Profile 40,7, ,Data Engineer,English ,Malay,,nosql 2 c++ 2 data warehousing 4 python 6 react 5 , ,195 days, ,Part-time,Remote, , ,Technology,650, , ,Medium (50-250 employees),,sql data analytics scala , ,Availability, ,Time constraint
 ,Profile 2,7, ,Data Engineer,English ,Malay,,nosql 2 c++ 2 data warehousing 4 python 6 react 5 , ,195 days, ,Part-time,Remote, , ,Technology,600, , ,Micro (1-10 employees),,sql data analytics scala , ,Availability, ,Time constraint
Job desc 8,Profile 21,19, ,Artificial Intelligence Engineer,English ,Icelandic,power bi 2 angular 5 ,deep learning 3 jira 5 python 3 , ,128 days,Part-time, , ,Hounslow 24.045152767843213, ,Agriculture, ,700,Micro (1-10 employees), ,scala mongodb ,mysql ,Availability, , ,Expertise constraint
 ,Profile 28,18, ,Artificial Intelligence Engineer,English ,Icelandic,power bi 2 python 3 ,deep learning 3 jira 5 angular 5 , ,128 days,Part-time, , ,Hatfield 32.101791764951194, ,Agriculture, ,750, ,Large (250+ employees),mongodb ,scala mysql ,Availability, , ,Expertise constraint
 ,Profile 20,18, ,Artificial Intelligence Engineer,English Icelandic , ,python 3 ,power bi 2 deep learning 3 jira 5 angular 5 , ,128 days,Part-time, ,Woking 42.55907153042133, , ,Agriculture, ,850, ,Large (250+ employees),,scala mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 14,18, ,Artificial Intelligence Engineer,English ,Icelandic,deep learning 3 jira 5 ,power bi 2 python 3 angular 5 ,128 days, , ,Part-time, ,Brussels 313.307677231423, ,Agriculture,650, , ,Medium (50-250 employees),,scala mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 42,15, ,Artificial Intelligence Engineer,English Icelandic , ,,power bi 2 deep learning 3 jira 5 python 3 angular 5 ,128 days, , ,Part-time,Brentford 21.053137761831984, , ,Agriculture,650, , ,Large (250+ employees),mysql ,scala mongodb ,Availability, , ,Expertise constraint
 ,Profile 4,15,Artificial Intelligence Engineer, ,English ,Icelandic,python 3 ,power bi 2 deep learning 3 jira 5 angular 5 ,128 days, ,Part-time, ,Woking 42.55907153042133, , ,Agriculture, ,700, ,Large (250+ employees),,scala mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 38,15, ,Artificial Intelligence Engineer,English ,Icelandic,deep learning 3 ,power bi 2 jira 5 python 3 angular 5 ,128 days, ,Part-time, ,City of Westminster 8.22135925404656, , ,Agriculture,600, ,Micro (1-10 employees), ,,scala mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 37,15, ,Artificial Intelligence Engineer,English ,Icelandic,python 3 ,power bi 2 deep learning 3 jira 5 angular 5 ,128 days, ,Part-time, ,Cheshunt 21.94598971496992, , ,Agriculture,650, , ,Medium (50-250 employees),,scala mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 36,15, ,Artificial Intelligence Engineer,English ,Icelandic,jira 5 ,power bi 2 deep learning 3 python 3 angular 5 ,128 days, ,Part-time, , ,Chertsey 5211.683409111127, ,Agriculture,550, , ,Medium (50-250 employees),mysql ,scala mongodb ,Availability, , ,Expertise constraint
 ,Profile 39,14,Artificial Intelligence Engineer, ,English ,Icelandic,python 3 ,power bi 2 deep learning 3 jira 5 angular 5 , ,128 days, ,Part-time,Canary Wharf 0.0, , ,Agriculture,650, , ,Medium (50-250 employees),,scala mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 29,14, ,Artificial Intelligence Engineer,English ,Icelandic,python 3 ,power bi 2 deep learning 3 jira 5 angular 5 ,128 days, ,Part-time, ,Hatfield 32.101791764951194, , ,Agriculture, ,900, ,Small (10 - 50 employees),,scala mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 15,14, ,Artificial Intelligence Engineer,English ,Icelandic,python 3 ,power bi 2 deep learning 3 jira 5 angular 5 , ,128 days,Part-time, ,Canary Wharf 0.0, , ,Agriculture,550, , ,Large (250+ employees),,scala mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 26,13, ,Artificial Intelligence Engineer,English ,Icelandic,python 3 ,power bi 2 deep learning 3 jira 5 angular 5 , ,128 days,Part-time, , ,Chertsey 5211.683409111127,Agriculture, , ,950, ,Small (10 - 50 employees),,scala mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 11,13,Artificial Intelligence Engineer, ,English ,Icelandic,python 3 ,power bi 2 deep learning 3 jira 5 angular 5 , ,128 days, ,Part-time,London 7.524423497346849, , ,Agriculture, ,850, ,Medium (50-250 employees),,scala mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 1,13, ,Artificial Intelligence Engineer,English ,Icelandic,python 3 ,power bi 2 deep learning 3 jira 5 angular 5 ,128 days, , ,Part-time, ,Antwerp 308.35476171168796, ,Agriculture,600, , ,Large (250+ employees),,scala mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 49,12, ,Artificial Intelligence Engineer,English ,Icelandic,power bi 2 ,deep learning 3 jira 5 python 3 angular 5 , ,128 days, ,Part-time, ,Hemel Hempstead 41.59283475624806, ,Agriculture,650, , ,Small (10 - 50 employees),,scala mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 43,12, ,Artificial Intelligence Engineer,English ,Icelandic,python 3 ,power bi 2 deep learning 3 jira 5 angular 5 , ,128 days, ,Part-time,Canary Wharf 0.0, , ,Agriculture, ,850, ,Small (10 - 50 employees),,scala mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 2,12, ,Artificial Intelligence Engineer,English ,Icelandic,python 3 ,power bi 2 deep learning 3 jira 5 angular 5 , ,128 days, ,Part-time, ,Brussels 313.307677231423, ,Agriculture,600, ,Micro (1-10 employees), ,,scala mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 17,12, ,Artificial Intelligence Engineer,English ,Icelandic,python 3 ,power bi 2 deep learning 3 jira 5 angular 5 ,128 days, , ,Part-time, ,Ghent 265.17009351684396, ,Agriculture, ,950,Micro (1-10 employees), ,,scala mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 9,11, ,Artificial Intelligence Engineer,English ,Icelandic,python 3 ,power bi 2 deep learning 3 jira 5 angular 5 , ,128 days, ,Part-time, ,Liege 402.1245136681879, ,Agriculture, ,750, ,Medium (50-250 employees),,scala mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 5,11, ,Artificial Intelligence Engineer,English ,Icelandic,jira 5 ,power bi 2 deep learning 3 python 3 angular 5 , ,128 days, ,Part-time, ,Antwerp 308.35476171168796, ,Agriculture, ,800, ,Medium (50-250 employees),,scala mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 46,11, ,Artificial Intelligence Engineer,English ,Icelandic,python 3 ,power bi 2 deep learning 3 jira 5 angular 5 , ,128 days, ,Part-time, ,Antwerp 308.35476171168796, ,Agriculture, ,950, ,Small (10 - 50 employees),,scala mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 41,11, ,Artificial Intelligence Engineer,English ,Icelandic,python 3 ,power bi 2 deep learning 3 jira 5 angular 5 , ,128 days, ,Part-time, ,Liege 402.1245136681879, ,Agriculture, ,950, ,Small (10 - 50 employees),,scala mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 33,11,Artificial Intelligence Engineer, ,English ,Icelandic,,power bi 2 deep learning 3 jira 5 python 3 angular 5 , ,128 days,Part-time, ,Watford 30.94686601082797, , ,Agriculture,500, , ,Small (10 - 50 employees),mysql ,scala mongodb ,Availability, , ,Expertise constraint
 ,Profile 12,11, ,Artificial Intelligence Engineer,English ,Icelandic,python 3 ,power bi 2 deep learning 3 jira 5 angular 5 , ,128 days, ,Part-time, ,Namur 360.84049792304785, ,Agriculture, ,700, ,Large (250+ employees),,scala mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 47,10,Artificial Intelligence Engineer, ,English ,Icelandic,,power bi 2 deep learning 3 jira 5 python 3 angular 5 , ,128 days, ,Part-time,Dartford 17.747783096016473, ,Agriculture, , ,700,Micro (1-10 employees), ,mysql ,scala mongodb ,Availability, , ,Expertise constraint
 ,Profile 32,10, ,Artificial Intelligence Engineer,English ,Icelandic,,power bi 2 deep learning 3 jira 5 python 3 angular 5 , ,128 days,Part-time, ,Brentford 21.053137761831984, , ,Agriculture,500, , ,Large (250+ employees),mysql ,scala mongodb ,Availability, , ,Expertise constraint
 ,Profile 25,10,Artificial Intelligence Engineer, ,English ,Icelandic,,power bi 2 deep learning 3 jira 5 python 3 angular 5 , ,128 days, ,Part-time, ,Liege 402.1245136681879,Agriculture, ,650, , ,Medium (50-250 employees),scala ,mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 24,10,Artificial Intelligence Engineer, ,English ,Icelandic,,power bi 2 deep learning 3 jira 5 python 3 angular 5 ,128 days, ,Part-time, , ,Liege 402.1245136681879, ,Agriculture, ,850, ,Medium (50-250 employees),mysql ,scala mongodb ,Availability, , ,Expertise constraint
 ,Profile 18,10,Artificial Intelligence Engineer, ,English ,Icelandic,,power bi 2 deep learning 3 jira 5 python 3 angular 5 ,128 days, ,Part-time, ,Hatfield 32.101791764951194, , ,Agriculture, ,750, ,Medium (50-250 employees),,scala mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 34,9, ,Artificial Intelligence Engineer,English ,Icelandic,,power bi 2 deep learning 3 jira 5 python 3 angular 5 , ,128 days,Part-time, ,Watford 30.94686601082797, , ,Agriculture, ,950, ,Large (250+ employees),scala ,mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 27,9,Artificial Intelligence Engineer, ,English ,Icelandic,,power bi 2 deep learning 3 jira 5 python 3 angular 5 ,128 days, , ,Part-time, ,Slough 39.80539868770924, ,Agriculture,600, , ,Medium (50-250 employees),,scala mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 16,9,Artificial Intelligence Engineer, ,English ,Icelandic,,power bi 2 deep learning 3 jira 5 python 3 angular 5 , ,128 days, ,Part-time,Harlow 30.299606806305757, , ,Agriculture,500, , ,Small (10 - 50 employees),,scala mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 13,9, ,Artificial Intelligence Engineer,English ,Icelandic,,power bi 2 deep learning 3 jira 5 python 3 angular 5 ,128 days, , ,Part-time,Canary Wharf 0.0, , ,Agriculture, ,1000, ,Medium (50-250 employees),scala ,mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 7,8, ,Artificial Intelligence Engineer,English ,Icelandic,,power bi 2 deep learning 3 jira 5 python 3 angular 5 , ,128 days,Part-time, , ,Liege 402.1245136681879, ,Agriculture,550, , ,Medium (50-250 employees),,scala mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 45,8, ,Artificial Intelligence Engineer,English ,Icelandic,,power bi 2 deep learning 3 jira 5 python 3 angular 5 , ,128 days,Part-time, ,Harlow 30.299606806305757, , ,Agriculture, ,750, ,Large (250+ employees),,scala mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 44,8, ,Artificial Intelligence Engineer,English ,Icelandic,,power bi 2 deep learning 3 jira 5 python 3 angular 5 , ,128 days,Part-time, , ,Antwerp 308.35476171168796, ,Agriculture, ,800, ,Large (250+ employees),mysql ,scala mongodb ,Availability, , ,Expertise constraint
 ,Profile 35,8, ,Artificial Intelligence Engineer,English ,Icelandic,,power bi 2 deep learning 3 jira 5 python 3 angular 5 ,128 days, ,Part-time, , ,Namur 360.84049792304785, ,Agriculture, ,800, ,Small (10 - 50 employees),,scala mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 31,8, ,Artificial Intelligence Engineer,English ,Icelandic,,power bi 2 deep learning 3 jira 5 python 3 angular 5 , ,128 days, ,Part-time,Hatfield 32.101791764951194, , ,Agriculture,600, ,Micro (1-10 employees), ,,scala mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 3,8, ,Artificial Intelligence Engineer,English ,Icelandic,,power bi 2 deep learning 3 jira 5 python 3 angular 5 , ,128 days,Part-time, , ,Liege 402.1245136681879,Agriculture, , ,850, ,Medium (50-250 employees),,scala mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 22,8, ,Artificial Intelligence Engineer,English ,Icelandic,,power bi 2 deep learning 3 jira 5 python 3 angular 5 , ,128 days, ,Part-time,Slough 39.80539868770924, , ,Agriculture,550, ,Micro (1-10 employees), ,,scala mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 10,8, ,Artificial Intelligence Engineer,English ,Icelandic,,power bi 2 deep learning 3 jira 5 python 3 angular 5 ,128 days, ,Part-time, , ,Brugge 227.7563657035506, ,Agriculture, ,950, ,Medium (50-250 employees),,scala mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 8,7,Artificial Intelligence Engineer, ,English ,Icelandic,,power bi 2 deep learning 3 jira 5 python 3 angular 5 , ,128 days, ,Part-time, ,Harlow 30.299606806305757, ,Agriculture, ,950, ,Medium (50-250 employees),,scala mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 6,7, ,Artificial Intelligence Engineer,English ,Icelandic,,power bi 2 deep learning 3 jira 5 python 3 angular 5 , ,128 days,Part-time, , ,Brugge 227.7563657035506, ,Agriculture, ,700, ,Small (10 - 50 employees),,scala mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 50,7, ,Artificial Intelligence Engineer,English ,Icelandic,,power bi 2 deep learning 3 jira 5 python 3 angular 5 , ,128 days, ,Part-time,Cheshunt 21.94598971496992, , ,Agriculture, ,900, ,Medium (50-250 employees),,scala mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 48,7, ,Artificial Intelligence Engineer,English ,Icelandic,,power bi 2 deep learning 3 jira 5 python 3 angular 5 , ,128 days,Part-time, , ,Charleroi 335.28512454401016, ,Agriculture, ,750, ,Small (10 - 50 employees),,scala mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 40,7, ,Artificial Intelligence Engineer,English ,Icelandic,,power bi 2 deep learning 3 jira 5 python 3 angular 5 , ,128 days, ,Part-time, ,Brussels 313.307677231423, ,Agriculture,650, , ,Medium (50-250 employees),,scala mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 30,7, ,Artificial Intelligence Engineer,English ,Icelandic,,power bi 2 deep learning 3 jira 5 python 3 angular 5 , ,128 days,Part-time, , ,Charleroi 335.28512454401016, ,Agriculture, ,750,Micro (1-10 employees), ,,scala mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 23,7, ,Artificial Intelligence Engineer,English ,Icelandic,,power bi 2 deep learning 3 jira 5 python 3 angular 5 , ,128 days, ,Part-time,Hounslow 24.045152767843213, , ,Agriculture, ,850, ,Medium (50-250 employees),,scala mysql mongodb ,Availability, , ,Expertise constraint
 ,Profile 19,6, ,Artificial Intelligence Engineer,English ,Icelandic,,power bi 2 deep learning 3 jira 5 python 3 angular 5 , ,128 days, ,Part-time, ,Charleroi 335.28512454401016, ,Agriculture, ,1000,Micro (1-10 employees), ,,scala mysql mongodb ,Availability, , ,Expertise constraint
Job desc 9,Profile 31,19,Big Data Architect, ,English ,Swahili,sas 2 ,rest api 5 etl 4 xml 6 analytics 3 ,297 days, , ,Part-time, ,Hatfield 285.12371740642783, ,Non-profit,600, , ,Micro (1-10 employees),,aws html nlp ,Availability, ,Time constraint, 
 ,Profile 49,18,Big Data Architect, ,English ,Swahili,sas 2 ,rest api 5 etl 4 xml 6 analytics 3 ,297 days, , ,Part-time, ,Hemel Hempstead 301.27694500578383, ,Non-profit, ,650, ,Small (10 - 50 employees),,aws html nlp ,Availability, ,Time constraint, 
 ,Profile 34,18, ,Big Data Architect,English ,Swahili,analytics 3 ,rest api 5 etl 4 xml 6 sas 2 ,297 days, ,Part-time, , ,Watford 293.82025576829204, ,Non-profit, ,950,Large (250+ employees), ,,aws html nlp ,Availability, ,Time constraint, 
 ,Profile 22,18,Big Data Architect, ,English ,Swahili,etl 4 ,rest api 5 xml 6 sas 2 analytics 3 , ,297 days, ,Part-time, ,Slough 304.61978797766113, ,Non-profit,550, , ,Micro (1-10 employees),,aws html nlp ,Availability, ,Time constraint, 
 ,Profile 20,18, ,Big Data Architect,English ,Swahili,analytics 3 ,rest api 5 etl 4 xml 6 sas 2 ,297 days, ,Part-time, , ,Woking 299.82052055275534, ,Non-profit, ,850,Large (250+ employees), ,,aws html nlp ,Availability, ,Time constraint, 
 ,Profile 35,17, ,Big Data Architect,English ,Swahili,sas 2 ,rest api 5 etl 4 xml 6 analytics 3 , ,297 days,Part-time, , ,Namur 103.4762741485917, ,Non-profit, ,800, ,Small (10 - 50 employees),,aws html nlp ,Availability, ,Time constraint, 
 ,Profile 30,17, ,Big Data Architect,English ,Swahili,analytics 3 ,rest api 5 etl 4 xml 6 sas 2 , ,297 days,Part-time, , ,Charleroi 87.46772773672981, ,Non-profit, ,750, ,Micro (1-10 employees),,aws html nlp ,Availability, ,Time constraint, 
 ,Profile 28,17, ,Big Data Architect,English ,Swahili,rest api 5 ,etl 4 xml 6 sas 2 analytics 3 , ,297 days,Part-time, , ,Hatfield 285.12371740642783, ,Non-profit, ,750,Large (250+ employees), ,,aws html nlp ,Availability, ,Time constraint, 
 ,Profile 12,17,Big Data Architect, ,English ,Swahili,analytics 3 ,rest api 5 etl 4 xml 6 sas 2 , ,297 days, ,Part-time, ,Namur 103.4762741485917, ,Non-profit, ,700,Large (250+ employees), ,,aws html nlp ,Availability, ,Time constraint, 
 ,Profile 6,15,Big Data Architect, ,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 ,297 days, ,Part-time, , ,Brugge 38.79073052276408, ,Non-profit, ,700, ,Small (10 - 50 employees),html ,aws nlp ,Availability, ,Time constraint, 
 ,Profile 33,15, ,Big Data Architect,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 ,297 days, ,Part-time, , ,Watford 293.82025576829204, ,Non-profit,500, , ,Small (10 - 50 employees),aws ,html nlp ,Availability, ,Time constraint, 
 ,Profile 7,14, ,Big Data Architect,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 ,297 days, ,Part-time, , ,Liege 137.48851651688085, ,Non-profit,550, , ,Medium (50-250 employees),,aws html nlp ,Availability, ,Time constraint, 
 ,Profile 5,14,Big Data Architect, ,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 , ,297 days, ,Part-time,Antwerp 50.61493919413972, ,Non-profit, , ,800, ,Medium (50-250 employees),,aws html nlp ,Availability, ,Time constraint, 
 ,Profile 32,14, ,Big Data Architect,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 ,297 days, ,Part-time, , ,Brentford 285.56434899396436, ,Non-profit,500, ,Large (250+ employees), ,,aws html nlp ,Availability, ,Time constraint, 
 ,Profile 3,14, ,Big Data Architect,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 ,297 days, ,Part-time, , ,Liege 137.48851651688085, ,Non-profit, ,850, ,Medium (50-250 employees),nlp ,aws html ,Availability, ,Time constraint, 
 ,Profile 23,14, ,Big Data Architect,English ,Swahili,,rest api 5 etl 4 xml 6 sas 2 analytics 3 ,297 days, , ,Part-time, ,Hounslow 288.016326067333,Non-profit, , ,850, ,Medium (50-250 employees),aws ,html nlp ,Availability, ,Time constraint, 
